tour_place,tour_place_theme,tour_place_tag,tour_place_score,like,zzim,review
짚불도,제주시 > 한경,#반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
찰리아저씨맛집,제주시 > 한경,#비빔국수 #회무침 #고기국수 #냉면 #콩국수 #반려동물동반_식당카페 #음식 #식당,0,0,1,0
참굴비조형물,섬 속의 섬 > 추차도,#커플 #혼자 #휴식 #비/바람/눈 #안개/흐림 #맑음 #봄 #여름 #가을 #겨울 #중/장년 #청년 #노년 #어트랙션,0,1,2,0
창고천생태공원,서귀포시 > 안덕,#봄 #자연경관 #물놀이,0,1,26,0
채우리네펜션,서귀포시 > 서귀포시내,#펜션 #반려동물동반_숙소 #숙소,0,0,0,0
천제연폭포 & 제주4.3중문면희생자위령비,서귀포시 > 중문,#커플 #흐림 #문화관광 #제주4.3 #역사유적 #어트랙션,0,2,12,0
천주교 순례길 - 김기량길,제주시 > 조천,#가을 #문화관광 #도보여행 #도보 #어트랙션,0,0,5,0
천주교 순례길 - 김대건길,제주시 > 제주시내,#가을 #문화관광 #도보여행 #도보 #어트랙션,0,1,12,0
천주교 순례길 - 신축화해길,제주시 > 제주시내,#문화관광 #도보여행 #도보 #어트랙션,0,0,9,0
천주교 순례길 - 하논성당길,서귀포시 > 서귀포시내,#문화관광 #도보여행 #도보 #어트랙션,0,0,9,0
천주교길 정난주길(고통의길),서귀포시 > 대정,#가을 #문화관광 #도보여행 #도보 #어트랙션,0,2,1,0
청수성결교회,제주시 > 한경,#문화관광 #어트랙션,0,0,3,0
청춘부부,서귀포시 > 대정,#치즈케이크 #포토존 #로스팅 #음식 #카페 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #카페모카 #바닐라빈라떼 #핸드드립커피 #크림라떼 #아이스크림 #차 #레몬티 #홍차 #초코라떼 #딸기라떼 #에그타르트 #케이크 #쿠키 #빵 #크림빵 #반려동물 #반려동물동반입장 #반려동물동반_식당카페,0,0,4,0
최영장군사당,섬 속의 섬 > 추차도,#자연경관 #문화관광 #역사유적 #어트랙션,0,0,4,0
추사 유배길 - 1코스 집념의 길,서귀포시 > 대정,#가을 #문화관광 #도보여행 #도보 #어트랙션,0,2,7,0
추자도등대,섬 속의 섬 > 추차도,#포토스팟 #어트랙션,0,2,5,0
춘식이와옥희,서귀포시 > 남원,#제주도소품샵 #애견용품 #기념품 #키덜트 #핸드메이드 #반려동물공간_기타 #반려동물동반입장,0,0,1,0
취다선리조트,서귀포시 > 성산,#요가 #차 #커플 #숙소 #리조트 #어트랙션 #럭셔리트래블인제주,0,1,2,0
친봉산장,서귀포시 > 서귀포시내,# 구운우유 # 구운치즈 # 칠리핫도그 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
칠머리길,제주시 > 제주시내,#체험 #도보여행 #도보 #어트랙션,0,0,0,0
카카오패밀리 로이인더정글카밀라스,제주시 > 구좌,# 카카오테이스팅 # 이색체험,0,0,0,0
카페 글렌코,제주시 > 구좌,"#음식 #카페 #""반려동물 #반려동물동반입장 #아메리카노 #에스프레소 #카페라떼 #카페모카 #바닐라라떼 #카라멜라떼 #그린티라떼 #라떼 #말차라떼 초코라떼 #생강라떼 #청귤차 #차 #에이드 #생강차 #케이크 #초코케이크 #미숫가루 #토마토주스 #키위주스 #딸기주스 #주스 #허브티 #레몬에이드 #반려동물 #반려동물동반_식당카페",0,0,5,0
카페 라라라,제주시 > 구좌,#세화해변 #세화카페 #음식 #케이크 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #카라멜라떼 #그린티라떼 #라떼 #아이스초코 #핫초코 #에이드 #얼그레이 #다즐링 #자스민티 #캐모마일 #페퍼민트 #차 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,2,0
카페느슨,서귀포시 > 서귀포시내,# 솔트카라멜라떼 # 골드라떼 # 소금빵 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
카페달보름,제주시 > 구좌,#반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
카페델보스케,서귀포시 > 서귀포시내,#한라봉 #청귤 #벨기에초콜릿 #델모카 #크로플 #눈꽃빙수 #반려동물동반_식당카페 #음식 #카페,0,0,3,0
카페록록,제주시 > 구좌,#디저트 #음식 #카페 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #크림라떼 #코코넛라떼 #라떼 #홍차 #밀크티 #청귤차 #차 #아이스초코 #핫초코 #스무디 #반려동물 #반려동물동반입장 #반려동물동반_식당카페,0,0,4,0
카페말로,제주시 > 조천,# 말 # 알파카 # 라마 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
카페물결,제주시 > 제주시내,#휴식/치유 #전시와 행사 #카페 #음식 #포토스팟 #아메리카노 #레몬에이드 #식당 #에스프레소 #카페라떼 #주스 #과일주스 #라떼 #에이드 #자몽에이드 #초코라떼 #생강라떼 #꽃차,0,1,6,0
카페사분의이,제주시 > 한경,#반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
카페씨닉,제주시 > 구좌,# 브라운토스트 # 너트라떼 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
카페오늘의바다,서귀포시 > 서귀포시내,#반려동물동반_식당카페,0,0,0,0
카페유주,제주시 > 한림,#노키즈존 #치즈케이크 #까눌레 #음식 #카페 #홍차 #아메리카노 #카페라떼 #바닐라라떼 #진저라떼 #라떼 #에이드 #차 #반려동물 #반려동물동반입장 #반려동물동반_식당카페,0,0,3,0
카페텐저린,서귀포시 > 서귀포시내,#카페 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #바닐라라떼 #라떼 #아포가토 #아인슈페너 #크림라떼 #차 #얼그레이 #페퍼민트 #캐모마일 #자몽티 #모히또 #말차라떼 #핫초코 #아이스크림 #에이드 #자몽에이드 #딸기라떼 #샌드위치 #크로아상 #프렌치토스트 #케이크 #반려동물 #반려동물동반입장 #반려동물동반_식당카페,0,0,0,0
카페퍼시몬,제주시 > 애월,#음식 #카페 #아메리카노,0,0,8,0
캐니언파크,제주시 > 제주시내,#실내관광지 #체험 #어린이 #테마공원 #어트랙션 #관광지,0,3,43,0
캐릭파크,제주시 > 조천,#비.눈 #흐림 #사계절 #실내관광지 #어린이 #어트랙션,0,4,44,0
캔디원,제주시 > 조천,#실내관광지 #어린이 #어트랙션,0,1,49,0
캘리그라피 오월,제주시 > 제주시내,#체험 #어트랙션,0,0,2,0
캠파제주,서귀포시 > 서귀포시내,#캠핑장 #카라 #반려동물동반_숙소 #숙소,0,0,3,0
캣츠앤독스,서귀포시 > 서귀포시내,#반려동물동반입장 #혼저옵서개 #반려동물공간_기타,0,0,0,0
커브커피스토어,제주시 > 제주시내,#핸드드립커피 #반려동물동반_식당카페 #음식 #카페,0,0,1,0
케이제주해양사업단,서귀포시 > 대정,#체험 #레저/체험 #수상레저 #어트랙션 #관광지,0,1,8,0
코기절미,제주시 > 제주시내,#멍아이스 #멍화채 #반려동물동반_식당카페 #애견유치원 #애견호텔 #반려동물동반_관광지,0,0,1,0
코코메아,제주시 > 한경,#미트파이 #소시지 #뉴질랜드식파이 #반려동물동반_식당카페 #음식 #식당,0,0,4,0
쿠킹독,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
크리스마스리조트,제주시 > 구좌,# 바비큐장 # 자쿠지 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소,0,0,0,0
키아나 요가,서귀포시 > 안덕,#힐링 #수련 #명상 # 러닝홀리데이인제주,0,0,0,0
킴스캐빈,서귀포시 > 성산,#반려동물보호소 #공공와이파이존 #교통 #민박 #온돌방 #반려동물동반입장 #반려동물 #반려동물동반_숙소,0,1,4,0
타오하우스,제주시 > 제주시내,# 핸드드립 # 이색체험,0,0,0,0
탐라갈치,서귀포시 > 서귀포시내,#갈치회 #갈치구이 #반려동물동반_식당카페 #음식 #식당,0,0,5,0
탐라승마장,제주시 > 조천,# 이색체험,0,0,0,0
테우마을 수원리 농어촌체험마을,제주시 > 한림,#사계절 #체험 #마을산책 #마을관광 #어린이 #어트랙션,0,0,31,0
테이블앤데스크,서귀포시 > 남원,#쇠고기카레 #오플렛카레 #가지튀김 #반려동물동반_식당카페 #음식 #식당,0,0,6,0
텐타임즈,서귀포시 > 서귀포시내,# 러닝홀리데이인제주,0,0,0,0
토산봉(망오름),서귀포시 > 표선,#오름 #자연경관 #도보여행 #도보,0,0,2,0
토이레저,서귀포시 > 안덕,# ATV # 전동바이크 # 깡통열차 # 사격,0,0,1,0
토이파크,서귀포시 > 안덕,#비.눈 #사계절 #실내관광지 #어린이 #어트랙션 #안전여행스탬프 #무장애관광,0,2,61,0
토종닭유통특구교래삼다수마을,제주시 > 조천,#어트랙션,0,0,3,0
튼튼동물병원,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
팀케이,제주시 > 제주시내,#체험 #레저/체험 #어트랙션,0,1,9,0
파군봉(바굼지오름),제주시 > 애월,#도보여행 #도보,0,0,1,0
파더스가든,서귀포시 > 안덕,#반려동물동반_관광지,0,0,9,0
파인더웨이브,제주시 > 애월,# 윈드서핑 # 이색체험,0,0,0,0
파파빌레,제주시 > 조천,#치유 #현무암 #부모 #자연경관 #체험 #어트랙션 #안전여행스탬프,0,4,48,0
퍼피홀릭,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
펫마마스푸드,서귀포시 > 대정,#토마토미트볼 #돼지안심카레 #화식 #양사골 #우유껌 #말고기육포 #꿀꿀칩 #반려동물공간_기타 #쇼핑,0,0,1,0
펫소풍,서귀포시 > 안덕,#반려동물동반입장 #혼저옵서개 #반려동물공간_기타,0,0,0,0
펫플러스,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
편백포레스트,서귀포시 > 남원,# 목장 # 농장,0,0,2,0
평대리멍석,제주시 > 구좌,#해물전골 #해물볶음 #반려동물동반_식당카페 #음식 #식당,0,0,3,0
평대우유차,제주시 > 조천,#유당불내증 #코코넛우유 #반려동물동반_식당카페 #음식 #카페,0,0,2,0
평대해변,제주시 > 구좌,#커플 #여름 #자연경관 #포토스팟,0,0,15,0
평수포구,제주시 > 한림,#역사유적,0,0,2,0
포레스트 사파리,제주시 > 조천,#체험 #어린이 #어트랙션 #어린이동물농장,0,0,34,0
포브독,제주시 > 제주시내,#애견유치원,0,0,0,0
포토갤러리 자연사랑미술관,서귀포시 > 표선,#문화관광 #미술관 #실내관광지 #어트랙션,0,1,7,0
폴개협동조합,서귀포시 > 남원,#치유 #체험 #가족 #쇼핑 #관광기념품 #상점/상가,0,3,5,0
푸르곤,제주시 > 애월,#베이컨부리또 #칠리새우오픈토스트 #아메리카노 #한라봉착츱주스 #백형과에이드 #반려동물동반_식당카페 #음식 #식당,0,0,7,0
푸른콩 방주영농조합법인,서귀포시 > 중문,#체험 #어트랙션,0,0,4,0
풋감마을 소길리 농어촌체험마을,제주시 > 애월,#흐림 #사계절 #체험 #도보여행 #도보 #마을산책 #마을관광 #어트랙션,0,0,2,0
퓸퓸몽,제주시 > 제주시내,# 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물공간_기타,0,0,0,0
플라이오조,서귀포시 > 성산,#팥빙수 #토스트 #반려동물동반_식당카페 #음식 #카페,0,1,3,0
플레이스엉물,제주시 > 구좌,#구좌당근스프 #반려동물동반_식당카페 #음식 #식당,0,0,5,0
플레이커피랩,서귀포시 > 서귀포시내,# 딸기주물럭 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
필코 스튜디오,제주시 > 한경,# 글쓰기 # 창의력 # 키즈프로그램 # 어린이 # 영어프로그램,0,0,0,0
하늘오름펜션,제주시 > 구좌,#반려동물동반_숙소,0,0,0,0
하도 어촌 체험 마을,제주시 > 구좌,#물질체험 #바다,0,0,0,0
하례감귤점빵협동조합,서귀포시 > 남원,#떡 #전통 #전통음료 #쉰다리,0,0,0,0
하례점빵,서귀포시 > 남원,# 이색체험 # 러닝홀리데이인제주,0,1,0,0
하이제주호텔,제주시 > 한림,#호텔 #안전여행스탬프 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소,0,0,0,0
하효살롱 협동조합,서귀포시 > 서귀포시내,# 감귤타르트 # 이색체험,0,0,0,0
한남의숙터,서귀포시 > 대정,#어트랙션,0,0,3,0
한동환해장성,제주시 > 구좌,#역사유적 #포토스팟,0,0,3,0
한라동물종합병원,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
한라마테우리,제주시 > 제주시내,#반려동물공간_기타 #음식 #식당 #반려동물동반_식당카페,0,0,1,0
한라산 아래 첫 마을,서귀포시 > 안덕,#체험관광 #6차산업 #체험 #마을산책 #마을관광 #포토스팟 #어린이 #한라산 #언택트 #어트랙션,0,1,13,0
한라산소갈비찜,제주시 > 애월,# 오션뷰식당 # 어린이메뉴 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
한라산소주공장,제주시 > 한림,#사게절 #실내 #실내관광지 #체험 #레저/체험 #언택트 #어트랙션 #럭셔리트래블인제주 #2023_관광10선_가을,0,3,70,0
한라승마장,서귀포시 > 안덕,#커플 #가을 #체험 #레저/체험 #어트랙션,0,1,11,0
한라의향기,서귀포시 > 안덕,#자연경관 #어트랙션,0,0,5,0
한림동물병원,제주시 > 한림,#혼저옵서개 #반려동물공간_기타,0,0,0,0
한림바다체험마을,제주시 > 한림,#액티비티 #여름 #청년 #중/장년 #체험 #마을산책 #마을관광 #레저/체험 #어린이 #어트랙션,0,2,42,0
한모살 (표선백사장),서귀포시 > 표선,#제주4.3 #역사유적 #어트랙션,0,1,2,0
한형수정원,제주시 > 한림,#포토스팟 #자연경관,0,0,2,0
한화리조트 테라피센터,제주시 > 제주시내,#리조트 #어트랙션,0,1,6,0
함덕야영장,제주시 > 조천,#커플 #맑음 #자연경관 #체험 #레저/체험 #캠핑 #언택트 #어트랙션,0,0,6,0
해녀의 부엌 북촌점,제주시 > 조천,#빙떡 #소라 #뿔소라 #돔베고기 #생선구이 #음식,0,0,2,0
해맑은동물병원,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
해비치컨트리클럽제주,서귀포시 > 남원,#체험 #레저/체험 #어트랙션,0,0,1,0
해빛,제주시 > 조천,#힐링 #관광지 #유리공방 # 이색체험 # 러닝홀리데이인제주,0,2,1,0
해품은체험농장,서귀포시 > 성산,#체험관광 #맑음 #체험 #어린이 #어트랙션,0,2,44,0
해피맘하우스,제주시 > 애월,#실내관광지 #어트랙션 #무장애관광,0,1,8,0
해피애견놀이방,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
핸즈웍스,제주시 > 한림,#체험 #어트랙션,0,0,19,0
허브동산 미디어 파사드 (media facade),서귀포시 > 표선,#여름 #실내관광지 #어트랙션 #야간관광,5,1,75,0
현사포구,제주시 > 제주시내,#밤 #올레 #자전거 #낚시 #자연경관,0,1,3,0
현의합장묘역,서귀포시 > 남원,#제주4.3 #역사유적 #어트랙션,0,0,0,0
협자연대,서귀포시 > 성산,#어트랙션,0,0,9,0
협재이길,제주시 > 한림,# 크로플샌드 # 이길피자 # 퍼스트모닝 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,2,0
협재해물라면오빠네,제주시 > 한림,#전복보말칼국수 #전복치즈밥 #흑돼지 #반려동물동반_식당카페 #음식 #식당,0,0,8,0
형제해안로전망대,서귀포시 > 안덕,#친구 #아이 #맑음 #경관/포토 #휴식/힐링 #올레 #해변 #드라이브 #포토스팟 #어린이 #어트랙션,0,1,31,0
호루의한끼,서귀포시 > 서귀포시내,# 깍두기차돌덮밥 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
홀리데이 다이빙 코리아,서귀포시 > 서귀포시내,# 이색체험,0,0,0,0
환상숲곶자왈 담앙족욕,제주시 > 한경,#곶자왈 #숲 #마을관광 #웰니스 #체험 #어트랙션 #식물군락지,0,1,43,0
황금굴(한림공원),제주시 > 한림,#아이 #친구 #동굴 #자연경관 #포토스팟 #어린이 #무장애관광,0,0,68,0
황금빅버거,서귀포시 > 남원,# 감자튀김 # 샐러드 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
황우럭만화천국사회적협동조합,제주시 > 한림,#어린이 #어트랙션,0,0,0,0
효명사,서귀포시 > 남원,#사찰 #포토스팟 #어트랙션,0,2,14,0
후포해변,제주시 > 제주시내,#포토스팟,0,1,5,0
휘닉스 르쏠레이테라피,서귀포시 > 성산,#어트랙션,0,7,6,0
